instance,submission,model_name,A,B,C,D,E,F,raw_total,total_score,evidence_confidence,caps_or_flags,resolved
django__django-13406,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,22,20,9,9,87,87,high,,False
django__django-13406,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,20,10,7,8,70,70,medium,NO_POST_FIX_TEST,False
django__django-13512,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,14,22,18,9,10,84,84,high,,False
django__django-13512,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,19,9,10,88,88,high,,False
django__django-13512,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10.0,11.0,18.0,6.0,8.0,9.0,62.0,62.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-13512,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,14,22,16,8,9,81,81,high,,True
django__django-13512,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,11,13,22,18,9,10,83,83,high,,True
django__django-13512,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,12,20,8,8,8,67,67,medium,NO_BASELINE,False
django__django-13512,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,11,20,1,7,8,57,57,low,NO_BASELINE;NO_POST_FIX_TEST,True
django__django-13512,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,11,18,12,7,8,66,66,medium,,False
django__django-13512,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,22,17,9,10,83,83,high,,False
django__django-13512,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,12,20,12,8,8,70,70,high,NO_BASELINE,False
django__django-13551,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,23,20,9,9,88,88,high,,True
django__django-13551,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12.5,13,22,20,8.5,9,85,85,high,,False
django__django-13551,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10,11,20,8,8,9,66,66,medium,NO_BASELINE;NO_POST_FIX_TEST,True
django__django-13551,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,21,17,8,9,80,80,high,,True
django__django-13551,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,15,15,25,25,10,10,100,100,high,,True
django__django-13551,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,22,17,9,9,84,84,high,,True
django__django-13551,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,10,18,3,6,7,54,54,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-13551,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,14,14,23,22,9,10,92,92,high,,True
django__django-13551,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,23,22,9,9,90,90,high,,True
django__django-13551,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12.5,13,22,16,8,9,80.5,80.5,medium,NO_BASELINE,True
django__django-13925,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,22,20,9,10,87,87,high,,False
django__django-13925,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,22,9,9,90,90,high,,False
django__django-13925,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,24,22,9,10,92,92,high,,True
django__django-13925,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,14,24,23,9,9,93,93,high,,True
django__django-13925,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,17,8,9,82,82,high,,True
django__django-13925,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,20,14,8,9,75,75,medium,NO_BASELINE,True
django__django-13925,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,9.0,12.0,2.0,4.0,6.0,41.0,41.0,low,NO_POST_FIX_TEST;NO_BASELINE,True
django__django-13925,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12.0,14.0,23.0,20.0,8.0,9.0,86.0,86.0,high,,True
django__django-13925,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12.0,14.0,22.0,16.0,9.0,8.0,81.0,81.0,high,,False
django__django-13925,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,15,15,25,25,10,10,100,100,high,,True
django__django-14053,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,22,21,9,10,89,89,high,,False
django__django-14053,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,23,23,9,9,92,92,high,,False
django__django-14053,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,10,12,14,7,8,62,62,high,KNOWN_COUNTEREXAMPLE,True
django__django-14053,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,21,18,8,9,81,81,high,,True
django__django-14053,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,20,8,9,85,85,high,,True
django__django-14053,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,14,14,23,22,9,10,92,92,high,,True
django__django-14053,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,10,3,8,4,2,38,38,high,PATCH_MISMATCH,False
django__django-14053,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,14,14,23,22,9,10,92,92,high,,True
django__django-14053,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,20,18,8,9,80,80,high,,True
django__django-14053,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12.0,13.0,22.0,18.0,9.0,10.0,84.0,84.0,high,,True
django__django-14351,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,14,24,23,9,9,93,93,high,,True
django__django-14351,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,22,20,9,9,86,86,high,,True
django__django-14351,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.0,14.0,22.0,16.0,9.0,9.0,82.0,82.0,high,,True
django__django-14351,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,20,16,7,9,77,77,high,,True
django__django-14351,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10,11,16,10,8,9,64,64,medium,NO_BASELINE,True
django__django-14351,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,7.0,6.0,8.0,2.0,5.0,6.0,34.0,34.0,low,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-14351,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,12,22,18,8,9,79,79,high,,False
django__django-14351,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,22,20,9,9,86,86,high,,True
django__django-14351,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,12,18,16,8,5,70,70,high,,True
django__django-14376,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,10,11,18,3,7,8,57,57,low,NO_POST_FIX_TEST;NO_BASELINE,True
django__django-14376,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,24,22,10,10,94,94,high,,False
django__django-14376,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,8,6,20,0,7,9,50,50,medium,NO_POST_FIX_TEST,False
django__django-14376,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12.0,13.0,22.0,12.0,8.0,9.0,76.0,76.0,medium,NO_BASELINE,True
django__django-14376,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,15,24,22,10,10,95,95,high,,True
django__django-14376,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,12,20,5,8,9,66,66,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-14376,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,7,18,3,7,10,53,53,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-14376,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,6,6,19,1,6,7,45,45,low,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-14376,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12.0,13.0,20.0,10.0,8.0,9.0,72.0,72.0,medium,NO_BASELINE,True
django__django-14404,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,9.0,13.0,20.0,10.0,7.0,9.0,68.0,68.0,medium,NO_BASELINE,False
django__django-14404,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,17,9,9,85,85,high,,True
django__django-14404,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10,11,20,12,7,9,69,69,medium,NO_BASELINE,True
django__django-14404,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,13,22,21,9,9,88,88,high,,True
django__django-14404,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,13,14,23,20,9,10,89,89,high,,True
django__django-14404,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10,13,22,11,9,10,75,75,medium,,True
django__django-14404,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,8,18,2,7,10,53,53,low,NO_BASELINE;NO_POST_FIX_TEST,True
django__django-14404,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,13,18,15,9,10,78,78,medium,,False
django__django-14404,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,22,14,9,10,80,80,medium,NO_BASELINE,False
django__django-14404,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,22,12,9,10,78,78,high,NO_BASELINE,True
django__django-14534,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,10,12,10,8,4,6,50,50,high,KNOWN_COUNTEREXAMPLE,True
django__django-14534,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,23,22,9,9,90,90,high,,False
django__django-14534,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11.0,12.0,18.0,14.0,8.0,8.0,71.0,71.0,high,KNOWN_COUNTEREXAMPLE,True
django__django-14534,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,13,14,23,20,9,8,87,87,high,,False
django__django-14534,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,18,14,7,6,70,70,high,KNOWN_COUNTEREXAMPLE,False
django__django-14534,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,13,22,14,8,9,78,78,medium,NO_BASELINE,False
django__django-14534,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10,11,18,3,6,8,56,56,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-14534,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,20,16,8,9,78,78,high,KNOWN_COUNTEREXAMPLE,True
django__django-14534,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,10,12,8,10,4,6,50,50,high,KNOWN_COUNTEREXAMPLE,True
django__django-14534,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12.0,13.0,20.0,18.0,9.0,9.0,81.0,81.0,high,,False
django__django-14631,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,11,13,22,18,9,9,82,82,high,,True
django__django-14631,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,10,12,22,13,9,9,75,75,medium,NO_BASELINE,True
django__django-14631,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,20,16,8,9,78,78,high,,True
django__django-14631,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10.0,12.0,14.0,10.0,7.0,6.0,59.0,59.0,high,KNOWN_COUNTEREXAMPLE,True
django__django-14631,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12.0,13.0,22.0,14.0,9.0,9.0,79.0,79.0,high,NO_BASELINE,True
django__django-14631,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,9.0,8.0,14.0,2.0,4.0,7.0,44.0,44.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-14631,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,11,12,20,18,8,8,77,77,high,,False
django__django-14631,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11.0,13.0,20.0,16.0,9.0,9.0,78,78,high,KNOWN_COUNTEREXAMPLE,True
django__django-14631,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,8,8,11,5,4,5,41,41,high,KNOWN_COUNTEREXAMPLE,True
django__django-14725,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,13,22,20,9,9,85,85,high,,False
django__django-14725,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,24,24,10,10,96,96,high,,False
django__django-14725,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12.5,13,22,18,8,9,82.5,82.5,high,,True
django__django-14725,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,11,12,21,16,7,9,76,76,medium,NO_BASELINE,False
django__django-14725,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,14,23,22,9,9,91,91,high,,False
django__django-14725,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,10.0,11.0,18.0,5.0,8.0,8.0,60.0,60.0,medium,NO_POST_FIX_TEST,False
django__django-14725,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,7.0,8.0,12.0,3.0,5.0,7.0,42.0,42.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-14725,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,12,18,8,7,9,64,64,medium,NO_BASELINE,True
django__django-14725,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,11,14,20,17,9,9,80,80,high,,True
django__django-14725,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10,12,23,20,9,9,83,83,high,,True
django__django-14771,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,14,24,20,10,10,92,92,high,,True
django__django-14771,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,12,14,24,22,9,10,91,91,high,,True
django__django-14771,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,13,22,15,9,10,80,80,high,NO_BASELINE,True
django__django-14771,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,11,12,21,15,9,10,78,78,high,NO_BASELINE,True
django__django-14771,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,13,22,18,6,9,78,78,high,,True
django__django-14771,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11.0,13.0,21.0,12.0,8.0,9.0,74.0,74.0,medium,NO_BASELINE,False
django__django-14771,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,12,13,22,8,9,10,74,74,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-14771,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,10,14,22,16,9,9,80,80,high,,True
django__django-14771,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,23,21,10,10,91,91,high,,True
django__django-14771,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,10.0,12.0,18.0,10.0,9.0,9.0,68.0,68.0,medium,NO_BASELINE,False
django__django-15022,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,23,22,10,10,92,92,high,,False
django__django-15022,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,20,9,9,87,87,high,,False
django__django-15022,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,13,20,16,8,9,77,77,high,,False
django__django-15022,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,20,9,9,86,86,high,,False
django__django-15022,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,19,15,8,8,74,74,medium,,False
django__django-15022,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,9.0,9.0,14.0,3.0,6.0,8.0,49.0,49.0,medium,NO_POST_FIX_TEST,True
django__django-15022,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,5,6,3,4,5,2,25,25,high,KNOWN_COUNTEREXAMPLE;UNRELATED_CHANGES,True
django__django-15022,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,7,8,4,4,4,5,32,32,high,KNOWN_COUNTEREXAMPLE,True
django__django-15022,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,14,22,20,9,9,86,86,high,,False
django__django-15127,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,15,15,25,25,10,10,100,100,high,,True
django__django-15127,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,24,24,10,10,96,96,high,,False
django__django-15127,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,14,23,20,9,10,90,90,high,,True
django__django-15127,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,14,22,18,9,9,84,84,high,,True
django__django-15127,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,14,22,22,9,8,89,89,high,,True
django__django-15127,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,13,20,14,9,9,76,76,medium,,True
django__django-15127,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,10.0,16.0,2.0,5.0,8.0,49.0,49.0,medium,NO_POST_FIX_TEST;NO_BASELINE,False
django__django-15127,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,22,16,8,9,80,80,medium,NO_BASELINE,False
django__django-15127,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,13,22,18,6,8,79,79,high,,True
django__django-15127,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13.5,14,23,19,9.5,9,88,88,high,,True
django__django-15268,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12.0,14.0,22.0,18.0,9.0,9.0,84.0,84.0,high,,True
django__django-15268,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,10,8,10,10,4,6,48,48,high,KNOWN_COUNTEREXAMPLE;NO_POST_FIX_TEST,True
django__django-15268,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,13,22,16,9,9,80,80,high,,True
django__django-15268,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,13,14,22,21,9,9,88,88,high,,True
django__django-15268,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,12,8,6,3,4,43,43,high,KNOWN_COUNTEREXAMPLE,False
django__django-15268,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,12,22,18,9,9,81,81,high,,True
django__django-15268,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,10.0,11.0,14.0,6.0,5.0,2.0,48.0,48.0,high,EMPTY_PATCH;ENV_CONTAMINATION,False
django__django-15268,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,14,23,20,9,9,88,88,high,,True
django__django-15268,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,23,20,9,9,88,88,high,,True
django__django-15268,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,12,13,22,10,5,8,70,70,high,,True
django__django-15280,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,15,15,25,23,10,10,98,98,high,,True
django__django-15280,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,15,15,25,25,10,10,100,100,high,,True
django__django-15280,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,14,15,24,22,10,10,95,95,high,,True
django__django-15280,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,14,23,22,9,9,91,91,high,,True
django__django-15280,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,14,14,24,23,9,10,94,94,high,,True
django__django-15280,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,14,22,18,9,10,85,85,high,,True
django__django-15280,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8.0,7.0,6.0,0.0,5.0,4.0,30.0,30.0,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-15280,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,18,16,8,9,76,76,high,,False
django__django-15280,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,13,14,22,18,9,9,85,85,high,,True
django__django-15280,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,8,10,14,10,7,6,55,55,medium,,True
django__django-15503,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,14,14,23,22,9,9,91,91,high,,True
django__django-15503,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,21,9,9,88,88,high,,True
django__django-15503,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,13,22,23,9,9,88,88,high,,True
django__django-15503,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,13,21,18,8,9,81,81,high,,True
django__django-15503,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,14,22,20,9,9,86,86,high,,True
django__django-15503,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11.0,13.0,21.0,12.0,9.0,9.0,75,75,medium,NO_BASELINE,False
django__django-15503,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,8,10,14,2,5,7,46,46,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-15503,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,14,22,20,9,10,87,87,high,,True
django__django-15503,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,22,20,9,9,86,86,high,,True
django__django-15503,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,22,20,9,9,87,87,high,,True
django__django-15525,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,13,14,23,20,9,10,89,89,high,,True
django__django-15525,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,14,14,23,20,9,9,89,89,high,,True
django__django-15525,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,11,12,20,12,9,10,74,74,medium,NO_BASELINE;NO_POST_FIX_TEST,True
django__django-15525,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,14,24,23,9,7,91,91,high,,True
django__django-15525,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,10,12,18,5,2,5,52,52,medium,NO_POST_FIX_TEST,False
django__django-15525,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,13,14,22,19,9,9,86,86,high,,True
django__django-15525,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,11,12,18,3,7,8,59,59,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-15525,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,13,14,23,20,9,10,89,89,high,,True
django__django-15525,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,14,14,24,22,9,9,92,92,high,,True
django__django-15525,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,11,14,23,21,9,9,87,87,high,,True
django__django-15554,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,12,14,20,18,8,8,80,80,high,,False
django__django-15554,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,20,9,9,87,87,high,,True
django__django-15554,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,12,14,20,16,9,7,78,78,high,,False
django__django-15554,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,14,15,22,23,10,10,94,94,high,,True
django__django-15554,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,12,13,22,18,3,9,77,77,high,,True
django__django-15554,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,12,14,22,20,9,9,86,86,high,,True
django__django-15554,20260217_mini-v2.0.0_gpt-5-mini,openai/gpt-5-mini,6,7,13,1,5,7,39,39,medium,NO_BASELINE;NO_POST_FIX_TEST,False
django__django-15554,20260217_mini-v2.0.0_kimi-k2-5-high,moonshotai/kimi-k2.5,12,13,22,20,9,9,85,85,high,,True
django__django-15554,20260217_mini-v2.0.0_minimax-2-5-high,minimax/minimax-m2.5,12,14,21,18,9,9,83,83,high,,True
django__django-15554,20260901_mini-v2.4.2_gemini-3-5-flash,gemini-3-5-flash-fair,13,14,22,18,9,9,85,85,high,,True
django__django-15563,20260217_mini-v2.0.0_claude-4-5-opus-high,anthropic/claude-opus-4-5-20251101,15,15,25,25,10,10,100,100,high,,False
django__django-15563,20260217_mini-v2.0.0_claude-4-5-sonnet-high,anthropic/claude-sonnet-4-5-20250929,13,14,22,20,9,9,87,87,high,,False
django__django-15563,20260217_mini-v2.0.0_claude-4-6-opus,anthropic/claude-opus-4-6,13,14,23,22,9,10,91,91,high,,True
django__django-15563,20260217_mini-v2.0.0_gemini-3-flash-high,gemini/gemini-3-flash-preview,12,14,22,20,9,9,86,86,high,,True
django__django-15563,20260217_mini-v2.0.0_glm-5-high,z-ai/glm-5,15,15,25,25,10,10,100,100,high,,True
django__django-15563,20260217_mini-v2.0.0_gpt-5-2-high,openai/gpt-5.2-2025-12-11,11,12,20,18,8,9,78,78,high,,False
